Index,Highest Charting Position,Number of Times Charted,Week of Highest Charting,Song Name,Streams,Artist,Artist Followers,Song ID,Genre,Release Date,Weeks Charted,Popularity,Danceability,Energy,Loudness,Tempo,Duration (ms),Chord,Duration (s)
371,58,19,2021-02-26--2021-03-05,No Te Enamores - Remix,5218146,"Milly, Farruko, Nio Garcia, Jay Wheeler, Amenazzy",22718,2mM3gZ0BbPwPPMelbA8vgt,"['reggaeton', 'reggaeton flow', 'trap latino']",11/20/2020,"2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15",79,0.82,0.84,-4.6,100.02,289933,F,289.933
412,7,23,2020-11-20--2020-11-27,Monster (Shawn Mendes & Justin Bieber),5069268,Shawn Mendes,33893352,2Z8yfpFX0ZMavHkcIeHiO1,"['canadian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",11/20/2020,"2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",79,0.65,0.38,-7.08,145.77,178994,D,178.994
475,105,14,2021-01-15--2021-01-22,Love Not War (The Tampa Beat),5326719,"Jason Derulo, Nuka",9778632,4Lt6GXGzYsa1tgkv3nGSTm,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",11/20/2020,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01",79,0.74,0.85,-3.05,98.01,192921,G#/Ab,192.921
483,82,18,2021-02-05--2021-02-12,Polvo,5528508,"Nicky Jam, Myke Towers",14831925,68mrW6gXHgupgSiDHgaDi5,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",11/20/2020,"2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",76,0.76,0.62,-6.17,82.04,211130,B,211.13
489,141,13,2021-02-05--2021-02-12,Ponte Pa' Mi,5082870,Justin Quiles,2897862,4C6BlqqMwjFzOXzqpTeoWR,"['latin', 'reggaeton', 'trap latino']",11/20/2020,"2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01",76,0.88,0.71,-4.57,92.03,202373,F,202.373
569,174,3,2021-01-08--2021-01-15,Cry Baby (feat. DaBaby),4884711,Megan Thee Stallion,4794212,4aarlAfLKVCTxUDNgbwhjH,"['houston rap', 'pop', 'pop rap', 'trap queen']",11/20/2020,"2021-02-05--2021-02-12
2021-01-15--2021-01-22
2021-01-08--2021-01-15",76,0.96,0.44,-7.88,130.06,137984,B,137.984
580,90,4,2021-01-08--2021-01-15,Somebody’s Problem,5332437,Morgan Wallen,2147875,0SErdEdRcVX1uJCf1eTGYH,['contemporary country'],11/20/2020,"2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2020-11-20--2020-11-27",70,0.66,0.54,-7.68,136.97,161773,F,161.773
722,18,3,2020-11-20--2020-11-27,Blue & Grey,5698275,BTS,37151476,0n2moJpAEWHwaPYYjkzMDl,"['k-pop', 'k-pop boy group']",11/20/2020,"2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",77,0.55,0.61,-6.76,121.95,254950,G#/Ab,254.95
737,16,2,2020-11-20--2020-11-27,Fly To My Room,8413330,BTS,37151476,3QH8rQGNFX8VLbCgZ7uPTS,"['k-pop', 'k-pop boy group']",11/20/2020,"2020-11-27--2020-12-04
2020-11-20--2020-11-27",76,0.76,0.53,-7.36,114.91,222243,B,222.243
738,24,2,2020-11-20--2020-11-27,Telepathy,7703744,BTS,37151476,2FVpOsjT1iquZ3SpCjZ9Ne,"['k-pop', 'k-pop boy group']",11/20/2020,"2020-11-27--2020-12-04
2020-11-20--2020-11-27",77,0.79,0.67,-4.33,104.99,202313,F,202.313
739,26,2,2020-11-20--2020-11-27,Dis-ease,7165808,BTS,37151476,54DmTIv86D3sYdiawjULQ0,"['k-pop', 'k-pop boy group']",11/20/2020,"2020-11-27--2020-12-04
2020-11-20--2020-11-27",75,0.73,0.85,-5.35,101.09,239722,G#/Ab,239.722
740,27,2,2020-11-20--2020-11-27,Stay,7010227,BTS,37151476,3ndCsZfq8OVwwkz9mmZvUz,"['k-pop', 'k-pop boy group']",11/20/2020,"2020-11-27--2020-12-04
2020-11-20--2020-11-27",76,0.58,0.69,-5.05,125.9,204800,F#/Gb,204.8
745,78,1,2020-11-20--2020-11-27,Skit,8392247,BTS,37151476,4GVwjLRT7oSsKby7Vy8EHr,"['k-pop', 'k-pop boy group']",11/20/2020,2020-11-20--2020-11-27,60,0.7,0.32,-13.14,114.82,179548,E,179.548
381,19,26,2021-01-01--2021-01-08,HOLIDAY,5264232,Lil Nas X,5473565,6zFMeegAMYQo0mt8rXtrli,"['lgbtq+ hip hop', 'pop rap']",11/13/2020,"2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",83,0.81,0.51,-6.92,151.95,154998,F,154.998
479,181,3,2021-03-12--2021-03-19,Coração Na Cama - Ao Vivo,5211351,Hugo & Guilherme,435936,2nZj5YymF54qhAu7RneVP6,['sertanejo pop'],11/13/2020,"2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19",77,0.76,0.79,-4.1,110.01,173227,G#/Ab,173.227
539,177,7,2021-01-29--2021-02-05,Fly Away,5053713,Tones And I,2820477,5ri4zqtWhG07hIuNNDWP76,"['australian pop', 'pop']",11/13/2020,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15",79,0.81,0.51,-6.21,124.99,178157,E,178.157
585,116,8,2020-11-13--2020-11-20,De Cora <3,4864544,"Rauw Alejandro, J Balvin",6096559,22Sh5dlwbERqJAq1fZk5b2,"['puerto rican pop', 'trap latino']",11/13/2020,"2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",73,0.81,0.68,-2.03,176.04,190101,B,190.101
653,197,1,2020-12-25--2021-01-01,Lance Individual,5152906,Jorge & Mateus,15019109,7GLWWrk1YlkPYqJK3ynIA0,"['sertanejo', 'sertanejo universitario']",11/13/2020,2020-12-25--2021-01-01,72,0.75,0.62,-5.54,117.4,164459,F,164.459
748,139,1,2020-11-20--2020-11-27,Dime Cómo Quieres,6152821,"Christian Nodal, Ángela Aguilar",8123757,4jcxBTrNvyqMJdMDyyjdYV,"['mariachi', 'nuevo regional mexicano', 'ranchera', 'regional mexican']",11/13/2020,2020-11-20--2020-11-27,75,0.84,0.67,-3.96,124.89,171360,B,171.36
766,95,1,2020-11-13--2020-11-20,Drankin N Smokin,7292247,"Future, Lil Uzi Vert",10491105,0k7wmahjkn389wAZdz19Cv,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",11/13/2020,2020-11-13--2020-11-20,78,0.75,0.66,-6.3,151.95,213520,C,213.52
770,153,1,2020-11-13--2020-11-20,Stripes Like Burberry,5445204,"Future, Lil Uzi Vert",10491105,6lt8iodSkYWEV0ifKCSlfg,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",11/13/2020,2020-11-13--2020-11-20,56,0.76,0.57,-7.83,144.08,274313,A,274.313
776,168,1,2020-11-13--2020-11-20,That’s It,5151014,"Future, Lil Uzi Vert",10491105,5n6gBhdEjCuj3obgCoTEFD,"['atl hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",11/13/2020,2020-11-13--2020-11-20,64,0.94,0.53,-6,123.04,228796,B,228.796
959,126,5,2020-07-17--2020-07-24,Jolie nana,4449437,Aya Nakamura,2953525,65RWVU6N81CeH65nu52K1U,"['basshall', 'francoton']",11/13/2020,"2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07
2020-07-24--2020-07-31
2020-07-17--2020-07-24",69,0.81,0.64,-5.91,92.99,147076,D,147.076
423,107,14,2021-02-12--2021-02-19,"Ele É Ele, Eu Sou Eu",5380517,"Wesley Safadão, Os Barões Da Pisadinha",9907270,7EWXP47VlXKO3r7mNxuWHw,['forro'],11/12/2020,"2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22",73,0.76,0.76,-8.75,163.95,155210,C#/Db,155.21
579,132,9,2021-01-01--2021-01-08,Si Me Tomo Una Cerveza,5427534,"Migrantes, Alico",114348,3lCbsHaN1wCxyDzcNN2x4N,['cumbia pop'],11/7/2020,"2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04",74,0.72,0.61,-6.9,84.97,182199,C#/Db,182.199
81,7,34,2021-02-05--2021-02-12,WITHOUT YOU,7642130,The Kid LAROI,2230022,27OeeYzk6klgBh83TSvGMA,['australian hip hop'],11/6/2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11",87,0.66,0.41,-7.36,93.01,161385,C,161.385
342,106,1,2021-05-21--2021-05-28,Voilà,6935400,Barbara Pravi,75496,1uAOCTevGnyKIDbgZdOCnE,"['eurovision', 'nouvelle chanson francaise']",11/6/2020,2021-05-21--2021-05-28,72,0.45,0.34,-8.67,135.38,176816,D,176.816
403,100,11,2021-03-19--2021-03-26,Back In Blood (feat. Lil Durk),5198209,Pooh Shiesty,423237,7JuHVG3qQKQKxC4doneXVW,"['memphis hip hop', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap']",11/6/2020,"2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26",75,0.76,0.54,-8.26,146.93,184490,G#/Ab,184.49
537,173,5,2021-02-05--2021-02-12,Remember That Night?,5116325,Sara Kays,251549,1nYzjrdVQ8RpF93M0jPFW7,"['alt z', 'indie cafe pop', 'modern indie pop', 'pop', 'social media pop']",11/6/2020,"2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29",78,0.68,0.61,-10.94,123.98,227186,G,227.186
728,35,5,2020-11-06--2020-11-13,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",5314734,24kGoldn,1276406,6FuGJB290AQMAHTfjOYVaK,['cali rap'],11/6/2020,"2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",77,0.72,0.75,-3.51,90.99,192745,G,192.745
754,140,3,2020-11-06--2020-11-13,ALWAYS DO,5196635,The Kid LAROI,2238190,3QCU8BT0zDS9LPVfEhRFEE,['australian hip hop'],11/6/2020,"2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",76,0.76,0.43,-6.87,167.83,151705,G#/Ab,151.705
774,124,3,2020-11-06--2020-11-13,Sweet Melody,5201322,Little Mix,9398941,76Tuo484SLohJakHLnGI3B,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",11/6/2020,"2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-23--2020-10-30",73,0.45,0.82,-4.25,119.97,213693,F,213.693
793,168,1,2020-11-06--2020-11-13,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),5226940,The Kid LAROI,2238190,13EW51DKru044OJDJ9Bm8o,['australian hip hop'],11/6/2020,2020-11-06--2020-11-13,76,0.78,0.64,-6.32,82.36,153147,G#/Ab,153.147
1277,187,1,2020-03-27--2020-04-03,Break Up Song,4593343,Little Mix,9398941,5HArmECc1y0lCHKVKDKXa4,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",11/6/2020,2020-03-27--2020-04-03,65,0.63,0.75,-5.42,90.02,200293,F,200.293
140,2,52,2020-09-04--2020-09-11,Hawái,5769714,Maluma,26769304,0GzuHFG4Ql6DoyxFRnIk3F,"['latin', 'reggaeton', 'reggaeton colombiano']",11/5/2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30
2020-10-16--2020-10-23
2020-10-09--2020-10-16
2020-10-02--2020-10-09
2020-09-25--2020-10-02
2020-09-18--2020-09-25
2020-09-11--2020-09-18
2020-09-04--2020-09-11
2020-08-28--2020-09-04
2020-08-21--2020-08-28
2020-08-14--2020-08-21
2020-08-07--2020-08-14
2020-07-31--2020-08-07",77,0.77,0.79,-3.13,179.98,200482,F#/Gb,200.482
545,17,15,2020-11-06--2020-11-13,Hawái - Remix,5163323,"Maluma, The Weeknd",26784251,0GzuHFG4Ql6DoyxFRnIk3F,"['latin', 'reggaeton', 'reggaeton colombiano']",11/5/2020,"2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",77,0.77,0.79,-3.13,179.98,200482,F#/Gb,200.482
306,36,26,2021-02-05--2021-02-12,GIRL LIKE ME,5395181,"Black Eyed Peas, Shakira",5963840,1zLBsSVxETQOfINOLYvT5m,"['dance pop', 'pop', 'pop rap']",11/2/2020,"2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25",82,0.97,0.49,-8.78,124.03,222523,D,222.523
600,65,10,2020-11-06--2020-11-13,La Luz,4906324,"Sech, J Balvin",8766508,5zj8WNkBrEzlI5FKeYV4ol,"['latin', 'panamanian pop', 'reggaeton', 'trap latino']",10/31/2020,"2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",70,0.67,0.7,-4.82,94.05,216747,A,216.747
92,1,40,2020-10-30--2020-11-06,positions,7244853,Ariana Grande,67158068,35mvY5S1H3J2QZyna3TFe0,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2020-10-23--2020-10-30",86,0.74,0.8,-4.77,144.02,172325,C,172.325
144,25,39,2021-02-05--2021-02-12,Paradise (feat. Dermot Kennedy),5693848,MEDUZA,441674,6ft4hAq6yde8jPZY2i5zLr,"['dance pop', 'edm', 'pop dance', 'pop house', 'tropical house']",10/30/2020,"2021-07-23--2021-07-30
2021-07-16--2021-07-23
2021-07-09--2021-07-16
2021-07-02--2021-07-09
2021-06-25--2021-07-02
2021-06-18--2021-06-25
2021-06-11--2021-06-18
2021-06-04--2021-06-11
2021-05-28--2021-06-04
2021-05-21--2021-05-28
2021-05-14--2021-05-21
2021-05-07--2021-05-14
2021-04-30--2021-05-07
2021-04-23--2021-04-30
2021-04-16--2021-04-23
2021-04-09--2021-04-16
2021-04-02--2021-04-09
2021-03-26--2021-04-02
2021-03-19--2021-03-26
2021-03-12--2021-03-19
2021-03-05--2021-03-12
2021-02-26--2021-03-05
2021-02-19--2021-02-26
2021-02-12--2021-02-19
2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",85,0.63,0.6,-7.64,124.11,167903,G#/Ab,167.903
541,14,5,2020-10-30--2020-11-06,motive (with Doja Cat),4986037,Ariana Grande,67208170,5GkQIP5mWPi4KZLLXeuFTT,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2021-02-19--2021-02-26
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",80,0.79,0.74,-5.66,116.97,167990,A#/Bb,167.99
567,20,15,2020-11-13--2020-11-20,pov,4906738,Ariana Grande,67208170,3UoULw70kMsiVXxW0L3A33,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2021-02-05--2021-02-12
2021-01-29--2021-02-05
2021-01-22--2021-01-29
2021-01-15--2021-01-22
2021-01-08--2021-01-15
2021-01-01--2021-01-08
2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",79,0.49,0.53,-5.66,131.8,201882,C,201.882
679,150,1,2020-12-18--2020-12-25,Naughty List (with Dixie),7299201,Liam Payne,8037861,2Y0ktCGrGoGcQFXsGztvhi,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,2020-12-18--2020-12-25,51,0.62,0.77,-2.2,81.97,154747,A,154.747
694,197,1,2020-12-18--2020-12-25,My Kind Of Present,6278993,Meghan Trainor,10606572,2rkb8ijsPapKDMEh0cSe8I,"['dance pop', 'hip pop', 'pop', 'post-teen pop']",10/30/2020,2020-12-18--2020-12-25,41,0.49,0.44,-6.23,179.97,161013,C#/Db,161.013
772,20,3,2020-10-30--2020-11-06,off the table (with The Weeknd),5308945,Ariana Grande,67208170,7E1jVNoWuemqUryI4FxsVD,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",67,0.41,0.52,-7.3,88.33,239949,C,239.949
779,25,3,2020-10-30--2020-11-06,just like magic,4980571,Ariana Grande,67208170,7Dx9Z6Aon1qPS2N0rHSWTe,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06",69,0.72,0.61,-5.16,128.01,149900,G#/Ab,149.9
790,38,2,2020-10-30--2020-11-06,safety net (feat. Ty Dolla $ign),5798744,Ariana Grande,67208170,14gkWVFMwdxBMyqBw1wmIg,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-06--2020-11-13
2020-10-30--2020-11-06",70,0.55,0.6,-5.75,161.88,208457,C#/Db,208.457
791,31,2,2020-10-30--2020-11-06,shut up,5282490,Ariana Grande,67208170,3ko9jEHNt4O5fjKN65ULJp,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-06--2020-11-13
2020-10-30--2020-11-06",63,0.5,0.46,-5.31,127.7,157710,C,157.71
792,42,2,2020-10-30--2020-11-06,nasty,5249342,Ariana Grande,67208170,0sci7ppTZFm4mjcH3nu8yO,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-06--2020-11-13
2020-10-30--2020-11-06",69,0.77,0.51,-6.56,127.89,200733,F#/Gb,200.733
799,49,2,2020-10-30--2020-11-06,my hair,4896521,Ariana Grande,67208170,6u7gmPOz7pzzaeR9xSBpsR,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-06--2020-11-13
2020-10-30--2020-11-06",66,0.69,0.53,-6.84,92.01,158436,C,158.436
800,59,2,2020-10-30--2020-11-06,obvious,4865084,Ariana Grande,67208170,0q85C1JiECyYIQthz1posA,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,"2020-11-06--2020-11-13
2020-10-30--2020-11-06",65,0.62,0.67,-5.33,159.85,146959,C,146.959
805,51,1,2020-10-30--2020-11-06,six thirty,10941573,Ariana Grande,67208170,2IKJtXeR5UsaUjZB46fTOK,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,2020-10-30--2020-11-06,63,0.74,0.52,-7.15,120.11,183874,C,183.874
806,65,1,2020-10-30--2020-11-06,love language,9399230,Ariana Grande,67208170,6NYtLvyThMT0oALFdJFdzq,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,2020-10-30--2020-11-06,62,0.69,0.57,-5.03,110.03,179861,A#/Bb,179.861
807,66,1,2020-10-30--2020-11-06,west side,9397167,Ariana Grande,67208170,1whfVLMKWqAX3uk97VXsNN,"['dance pop', 'pop', 'post-teen pop']",10/30/2020,2020-10-30--2020-11-06,62,0.69,0.46,-8.63,87.87,132279,B,132.279
811,176,1,2020-10-30--2020-11-06,Kids Again,5103194,Sam Smith,17097317,1ABS9lKaZ1uXkXCqr9zFO7,"['dance pop', 'pop', 'post-teen pop', 'uk pop']",10/30/2020,2020-10-30--2020-11-06,62,0.67,0.73,-3,128.04,207528,B,207.528
1180,196,1,2020-05-15--2020-05-22,Excitement,4416484,"Trippie Redd, PARTYNEXTDOOR",6434201,7FullO2NDkyvxLuxYVKINa,"['melodic rap', 'rap', 'trap']",10/30/2020,2020-05-15--2020-05-22,69,0.44,0.54,-8.19,121.97,283285,E,283.285
